time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
1114977264,141.64,105.65,151.95,149.7,3.78,3.62,s7_stimuli_t4.jpg,1038
1114981266,141.08,108.61,151.41,150.93,3.78,3.62,s7_stimuli_t4.jpg,1038
1114985269,139.63,110.28,153.61,150.22,3.77,3.62,s7_stimuli_t4.jpg,1038
1114989271,139.24,111.29,153.98,147.24,3.77,3.62,s7_stimuli_t4.jpg,1038
1114993274,139.83,111.76,151.99,147.67,3.78,3.62,s7_stimuli_t4.jpg,1038
1114997276,139.78,111.37,152.47,148.08,3.77,3.62,s7_stimuli_t4.jpg,1038
1115001278,140.35,109.55,152.75,147.78,3.77,3.63,s7_stimuli_t4.jpg,1038
1115005281,141.62,110.01,151.86,147.12,3.77,3.63,s7_stimuli_t4.jpg,1038
1115009283,143.61,108.62,153.01,146.48,3.77,3.63,s7_stimuli_t4.jpg,1038
1115013286,144.91,105.54,153.37,146.87,3.77,3.64,s7_stimuli_t4.jpg,1038
1115017288,144.28,106.59,154.23,145.57,3.76,3.64,s7_stimuli_t4.jpg,1038
1115021290,146.45,104.35,156.74,147.13,3.76,3.64,s7_stimuli_t4.jpg,1038
1115025293,148.29,101.53,158.05,147.75,3.76,3.63,s7_stimuli_t4.jpg,1038
1115029293,150.14,105.57,158.35,148.38,3.76,3.63,s7_stimuli_t4.jpg,1038
1115033293,150.2,105.17,158.88,149.13,3.76,3.62,s7_stimuli_t4.jpg,1038
1115037293,152.47,109.55,161.24,148.93,3.76,3.62,s7_stimuli_t4.jpg,1038
1115041293,153.68,111.37,160.19,147.79,3.76,3.62,s7_stimuli_t4.jpg,1038
1115045293,154.71,110.53,160.01,148.21,3.75,3.63,s7_stimuli_t4.jpg,1038
1115049293,155.48,109.14,157.82,148.81,3.75,3.63,s7_stimuli_t4.jpg,1038
1115053293,157.27,112.45,157.28,147.07,3.75,3.63,s7_stimuli_t4.jpg,1038
1115057291,156.78,114.61,158.41,146.0,3.75,3.63,s7_stimuli_t4.jpg,1038
1115061289,158.08,121.26,158.03,143.98,3.75,3.63,s7_stimuli_t4.jpg,1038
1115065287,158.5,121.9,157.0,144.75,3.75,3.63,s7_stimuli_t4.jpg,1038
1115069284,158.84,124.33,162.55,142.71,3.75,3.63,s7_stimuli_t4.jpg,1038
1115073282,159.13,125.05,162.11,143.49,3.75,3.63,s7_stimuli_t4.jpg,1038
1115077280,160.75,125.94,166.47,144.46,3.76,3.62,s7_stimuli_t4.jpg,1038
1115081278,162.1,128.5,170.14,146.15,3.75,3.62,s7_stimuli_t4.jpg,1038
1115085275,198.34,131.24,195.35,154.12,3.75,3.62,s7_stimuli_t4.jpg,1038
1115089273,309.57,148.66,327.22,164.74,3.75,3.62,s7_stimuli_t4.jpg,1038
1115093271,388.63,187.48,406.17,192.29,3.76,3.62,s7_stimuli_t4.jpg,1038
1115097269,452.42,209.94,491.11,217.38,3.76,3.62,s7_stimuli_t4.jpg,1038
1115101267,500.68,234.76,557.0,234.29,3.77,3.63,s7_stimuli_t4.jpg,1038
1115105264,531.43,242.11,576.53,250.55,3.78,3.62,s7_stimuli_t4.jpg,1038
1115109262,543.79,258.44,566.82,258.2,3.78,3.62,s7_stimuli_t4.jpg,1038
1115113260,541.25,276.38,567.68,265.55,3.78,3.61,s7_stimuli_t4.jpg,1038
1115117258,536.88,288.58,559.14,270.08,3.77,3.61,s7_stimuli_t4.jpg,1038
1115121255,538.53,277.92,558.36,267.61,3.77,3.61,s7_stimuli_t4.jpg,1038
1115125253,536.2,282.57,558.56,264.19,3.77,3.61,s7_stimuli_t4.jpg,1038
1115129251,537.08,283.14,556.32,261.49,3.76,3.61,s7_stimuli_t4.jpg,1038
1115133249,539.08,286.71,557.58,262.66,3.76,3.61,s7_stimuli_t4.jpg,1038
1115137246,539.48,285.3,557.13,264.74,3.76,3.61,s7_stimuli_t4.jpg,1038
1115141244,540.57,288.36,556.37,266.53,3.75,3.61,s7_stimuli_t4.jpg,1038
1115145242,541.81,294.07,555.33,266.03,3.74,3.62,s7_stimuli_t4.jpg,1038
1115149240,543.12,295.74,553.0,265.23,3.73,3.62,s7_stimuli_t4.jpg,1038
1115153238,544.02,298.9,550.05,263.51,3.72,3.62,s7_stimuli_t4.jpg,1038
1115157235,544.24,299.95,549.1,260.69,3.72,3.62,s7_stimuli_t4.jpg,1038
1115161233,547.25,304.59,550.04,258.23,3.72,3.63,s7_stimuli_t4.jpg,1038
1115165231,548.36,308.05,549.96,257.57,3.71,3.63,s7_stimuli_t4.jpg,1038
1115169229,552.04,313.09,551.1,257.48,3.71,3.63,s7_stimuli_t4.jpg,1038
1115173226,554.89,318.77,550.76,258.44,3.71,3.63,s7_stimuli_t4.jpg,1038
1115177224,557.07,323.07,551.69,259.76,3.7,3.63,s7_stimuli_t4.jpg,1038
1115181222,559.05,325.12,551.42,260.1,3.7,3.63,s7_stimuli_t4.jpg,1038
1115185220,560.57,327.35,553.86,260.91,3.7,3.64,s7_stimuli_t4.jpg,1038
1115189217,563.26,328.64,553.88,262.96,3.7,3.63,s7_stimuli_t4.jpg,1038
1115193215,563.72,329.01,555.94,265.3,3.69,3.63,s7_stimuli_t4.jpg,1038
1115197213,564.04,331.57,558.88,268.76,3.68,3.64,s7_stimuli_t4.jpg,1038
1115201211,566.07,334.65,558.96,271.79,3.68,3.64,s7_stimuli_t4.jpg,1038
1115205209,567.72,334.46,561.8,273.56,3.68,3.64,s7_stimuli_t4.jpg,1038
1115209206,569.67,335.91,564.59,277.85,3.67,3.64,s7_stimuli_t4.jpg,1038
1115213204,569.62,334.93,568.07,280.71,3.67,3.63,s7_stimuli_t4.jpg,1038
1115217202,570.16,334.77,569.65,283.37,3.67,3.63,s7_stimuli_t4.jpg,1038
1115221200,571.18,335.22,571.02,283.33,3.68,3.63,s7_stimuli_t4.jpg,1038
1115225197,571.34,335.15,574.89,286.47,3.68,3.63,s7_stimuli_t4.jpg,1038
1115229195,573.29,334.06,577.41,288.51,3.68,3.63,s7_stimuli_t4.jpg,1038
1115233192,573.38,334.85,579.51,287.19,3.67,3.63,s7_stimuli_t4.jpg,1038
1115237190,573.17,334.17,582.39,287.88,3.67,3.62,s7_stimuli_t4.jpg,1038
1115241187,575.57,333.2,584.37,286.91,3.67,3.62,s7_stimuli_t4.jpg,1038
1115245185,575.46,333.6,585.64,285.61,3.67,3.62,s7_stimuli_t4.jpg,1038
1115249182,573.98,333.16,584.52,282.28,3.68,3.62,s7_stimuli_t4.jpg,1038
1115253180,564.56,326.99,571.82,277.01,3.68,3.62,s7_stimuli_t4.jpg,1038
1115257177,502.69,307.61,506.42,252.87,3.68,3.63,s7_stimuli_t4.jpg,1038
1115261175,469.57,243.34,480.96,223.54,3.69,3.63,s7_stimuli_t4.jpg,1038
1115265174,464.05,215.18,475.65,185.26,3.69,3.63,s7_stimuli_t4.jpg,1038
1115269172,456.42,202.73,466.03,165.27,3.69,3.63,s7_stimuli_t4.jpg,1038
1115273170,449.66,189.89,455.62,165.72,3.7,3.63,s7_stimuli_t4.jpg,1038
1115277169,444.34,191.39,434.33,168.42,3.71,3.64,s7_stimuli_t4.jpg,1038
1115281167,427.18,184.61,422.8,165.98,3.71,3.64,s7_stimuli_t4.jpg,1038
1115285165,430.72,175.3,410.22,161.38,3.72,3.64,s7_stimuli_t4.jpg,1038
1115289164,423.02,174.41,411.25,161.37,3.74,3.63,s7_stimuli_t4.jpg,1038
1115293162,428.11,173.97,406.06,156.52,3.75,3.63,s7_stimuli_t4.jpg,1038
1115297160,423.96,171.65,406.84,152.87,3.75,3.63,s7_stimuli_t4.jpg,1038
1115301159,419.43,171.36,403.03,152.51,3.76,3.63,s7_stimuli_t4.jpg,1038
1115305157,417.32,171.41,404.54,150.92,3.76,3.63,s7_stimuli_t4.jpg,1038
1115309155,414.11,169.36,398.71,148.36,3.76,3.64,s7_stimuli_t4.jpg,1038
1115313153,414.69,168.4,397.2,148.41,3.76,3.64,s7_stimuli_t4.jpg,1038
1115317152,412.38,164.76,394.23,145.06,3.75,3.65,s7_stimuli_t4.jpg,1038
1115321150,410.78,164.75,395.09,142.87,3.76,3.65,s7_stimuli_t4.jpg,1038
1115325148,411.94,163.94,393.54,141.42,3.76,3.66,s7_stimuli_t4.jpg,1038
1115329147,413.13,164.9,393.13,137.59,3.76,3.66,s7_stimuli_t4.jpg,1038
1115333145,413.25,164.84,391.66,135.39,3.75,3.67,s7_stimuli_t4.jpg,1038
1115337143,412.47,164.66,391.3,133.65,3.75,3.68,s7_stimuli_t4.jpg,1038
1115341142,411.95,165.92,389.86,129.8,3.74,3.68,s7_stimuli_t4.jpg,1038
1115345140,412.25,166.0,389.63,130.45,3.74,3.68,s7_stimuli_t4.jpg,1038
1115349138,412.78,167.97,388.57,128.9,3.74,3.68,s7_stimuli_t4.jpg,1038
1115353137,414.14,168.06,390.26,126.83,3.73,3.68,s7_stimuli_t4.jpg,1038
1115357135,413.48,167.49,389.96,125.1,3.72,3.68,s7_stimuli_t4.jpg,1038
1115361133,414.12,168.3,391.09,123.79,3.72,3.68,s7_stimuli_t4.jpg,1038
1115365132,414.83,168.89,389.45,122.74,3.72,3.68,s7_stimuli_t4.jpg,1038
1115369130,415.11,168.81,386.97,123.22,3.72,3.68,s7_stimuli_t4.jpg,1038
1115373128,414.26,169.5,387.63,123.23,3.71,3.68,s7_stimuli_t4.jpg,1038
1115377127,413.07,169.27,388.57,123.4,3.71,3.67,s7_stimuli_t4.jpg,1038
1115381125,412.92,172.25,388.17,125.45,3.71,3.67,s7_stimuli_t4.jpg,1038
1115385123,413.59,170.48,388.63,127.13,3.71,3.67,s7_stimuli_t4.jpg,1038
1115389121,413.38,170.93,389.04,128.99,3.71,3.66,s7_stimuli_t4.jpg,1038
1115393120,412.35,170.55,388.92,129.69,3.71,3.66,s7_stimuli_t4.jpg,1038
1115397118,412.84,170.4,387.57,130.79,3.71,3.66,s7_stimuli_t4.jpg,1038
1115401116,413.36,170.84,388.7,131.69,3.71,3.65,s7_stimuli_t4.jpg,1038
1115405115,413.05,171.83,388.99,132.64,3.7,3.65,s7_stimuli_t4.jpg,1038
1115409113,412.77,173.06,389.32,134.05,3.7,3.65,s7_stimuli_t4.jpg,1038
1115413111,410.88,173.51,389.94,135.87,3.7,3.65,s7_stimuli_t4.jpg,1038
1115417110,401.97,174.33,383.69,140.7,3.7,3.65,s7_stimuli_t4.jpg,1038
1115421108,352.98,176.41,370.5,152.11,3.71,3.65,s7_stimuli_t4.jpg,1038
1115425106,319.1,179.99,321.12,173.4,3.71,3.65,s7_stimuli_t4.jpg,1038
1115429106,313.33,182.25,318.73,179.39,3.7,3.65,s7_stimuli_t4.jpg,1038
1115433106,312.92,184.17,335.64,175.11,3.7,3.64,s7_stimuli_t4.jpg,1038
1115437105,316.77,185.52,336.71,176.16,3.69,3.63,s7_stimuli_t4.jpg,1038
1115441105,316.98,184.85,318.34,175.06,3.68,3.63,s7_stimuli_t4.jpg,1038
1115445105,314.11,187.45,319.94,184.01,3.68,3.63,s7_stimuli_t4.jpg,1038
1115449105,310.96,189.07,310.68,183.68,3.68,3.62,s7_stimuli_t4.jpg,1038
1115453104,311.22,188.91,316.68,183.76,3.68,3.62,s7_stimuli_t4.jpg,1038
1115457104,310.31,189.12,318.75,185.66,3.68,3.61,s7_stimuli_t4.jpg,1038
1115461104,308.5,189.16,316.53,186.94,3.69,3.6,s7_stimuli_t4.jpg,1038
1115465105,307.31,189.3,312.87,186.75,3.68,3.6,s7_stimuli_t4.jpg,1038
1115469107,308.74,188.85,313.23,185.91,3.69,3.6,s7_stimuli_t4.jpg,1038
1115473109,309.02,189.21,314.6,184.98,3.68,3.58,s7_stimuli_t4.jpg,1038
1115477110,308.68,188.76,313.56,183.85,3.68,3.59,s7_stimuli_t4.jpg,1038
1115481112,308.47,189.8,311.87,183.66,3.68,3.58,s7_stimuli_t4.jpg,1038
1115485113,307.61,191.21,312.54,183.86,3.67,3.58,s7_stimuli_t4.jpg,1038
1115489115,309.37,191.92,310.99,182.5,3.67,3.57,s7_stimuli_t4.jpg,1038
1115493117,310.66,192.02,312.1,184.56,3.66,3.57,s7_stimuli_t4.jpg,1038
1115497118,312.6,194.31,311.36,184.06,3.66,3.57,s7_stimuli_t4.jpg,1038
1115501120,314.76,195.42,311.11,183.3,3.65,3.57,s7_stimuli_t4.jpg,1038
1115505122,318.06,197.82,309.3,184.8,3.64,3.57,s7_stimuli_t4.jpg,1038
1115509123,317.81,199.61,306.47,184.22,3.63,3.58,s7_stimuli_t4.jpg,1038
1115513125,320.26,199.72,302.17,183.93,3.62,3.58,s7_stimuli_t4.jpg,1038
1115517126,323.11,199.83,304.43,183.11,3.62,3.58,s7_stimuli_t4.jpg,1038
1115521128,325.0,201.5,302.08,182.91,3.61,3.58,s7_stimuli_t4.jpg,1038
1115525130,327.26,201.22,299.37,183.81,3.6,3.58,s7_stimuli_t4.jpg,1038
1115529131,327.07,201.93,299.5,184.69,3.6,3.57,s7_stimuli_t4.jpg,1038
1115533133,327.78,202.65,300.29,185.38,3.59,3.57,s7_stimuli_t4.jpg,1038
1115537135,328.4,204.2,303.18,182.76,3.59,3.57,s7_stimuli_t4.jpg,1038
1115541136,326.18,203.66,304.08,182.2,3.58,3.58,s7_stimuli_t4.jpg,1038
1115545138,324.8,206.41,304.14,182.3,3.58,3.57,s7_stimuli_t4.jpg,1038
1115549139,322.57,207.16,303.71,183.39,3.59,3.56,s7_stimuli_t4.jpg,1038
1115553141,323.63,209.09,304.99,183.18,3.58,3.55,s7_stimuli_t4.jpg,1038
1115557143,322.06,208.34,306.66,183.52,3.58,3.54,s7_stimuli_t4.jpg,1038
1115561144,320.76,212.0,306.14,184.16,3.58,3.54,s7_stimuli_t4.jpg,1038
1115565146,318.89,212.38,304.98,186.54,3.58,3.53,s7_stimuli_t4.jpg,1038
1115569148,318.95,212.35,304.68,187.34,3.58,3.53,s7_stimuli_t4.jpg,1038
1115573149,319.57,213.61,305.23,188.2,3.57,3.53,s7_stimuli_t4.jpg,1038
1115577151,319.24,214.77,301.38,189.45,3.57,3.54,s7_stimuli_t4.jpg,1038
1115581153,319.65,214.85,298.75,190.54,3.58,3.55,s7_stimuli_t4.jpg,1038
1115585154,320.46,217.9,296.44,190.75,3.58,3.55,s7_stimuli_t4.jpg,1038
1115589156,322.41,216.22,294.83,190.3,3.57,3.56,s7_stimuli_t4.jpg,1038
1115593157,323.45,217.35,294.07,189.73,3.57,3.56,s7_stimuli_t4.jpg,1038
1115597159,323.85,216.02,292.34,189.69,3.56,3.56,s7_stimuli_t4.jpg,1038
1115601161,325.12,216.64,292.21,189.06,3.55,3.56,s7_stimuli_t4.jpg,1038
1115605162,325.88,216.74,292.16,189.1,3.55,3.56,s7_stimuli_t4.jpg,1038
1115609164,327.87,217.03,291.38,187.67,3.55,3.56,s7_stimuli_t4.jpg,1038
1115613166,328.38,217.06,291.57,186.54,3.54,3.56,s7_stimuli_t4.jpg,1038
1115617167,324.46,216.85,287.7,184.8,3.54,3.56,s7_stimuli_t4.jpg,1038
1115621169,324.11,215.46,285.34,183.56,3.54,3.55,s7_stimuli_t4.jpg,1038
1115625170,323.52,215.45,284.8,183.43,3.54,3.54,s7_stimuli_t4.jpg,1038
1115629172,324.63,213.71,286.37,183.54,3.53,3.55,s7_stimuli_t4.jpg,1038
1115633173,321.71,213.55,286.39,184.23,3.54,3.54,s7_stimuli_t4.jpg,1038
1115637174,322.42,211.46,285.96,184.22,3.55,3.53,s7_stimuli_t4.jpg,1038
1115641175,318.83,208.73,287.53,183.59,3.55,3.53,s7_stimuli_t4.jpg,1038
1115645176,316.57,207.61,289.51,183.4,3.56,3.53,s7_stimuli_t4.jpg,1038
1115649177,315.62,205.05,289.1,182.67,3.57,3.53,s7_stimuli_t4.jpg,1038
1115653178,310.88,203.71,290.51,181.57,3.57,3.53,s7_stimuli_t4.jpg,1038
1115657179,311.68,203.33,292.38,180.42,3.56,3.53,s7_stimuli_t4.jpg,1038
1115661181,309.51,203.57,296.7,179.81,3.56,3.53,s7_stimuli_t4.jpg,1038
1115665182,309.73,201.92,297.51,178.96,3.56,3.53,s7_stimuli_t4.jpg,1038
1115669181,309.17,201.15,298.11,176.65,3.56,3.53,s7_stimuli_t4.jpg,1038
1115673180,308.23,198.43,301.52,174.84,3.57,3.53,s7_stimuli_t4.jpg,1038
1115677180,305.22,198.01,301.8,173.92,3.57,3.53,s7_stimuli_t4.jpg,1038
1115681179,305.89,201.3,300.39,174.92,3.56,3.52,s7_stimuli_t4.jpg,1038
1115685178,305.71,200.82,300.18,173.41,3.56,3.53,s7_stimuli_t4.jpg,1038
1115689178,303.05,201.51,297.86,172.53,3.56,3.52,s7_stimuli_t4.jpg,1038
1115693177,304.51,203.38,294.41,171.78,3.56,3.52,s7_stimuli_t4.jpg,1038
1115697176,306.28,201.44,292.42,172.14,3.56,3.52,s7_stimuli_t4.jpg,1038
1115701176,306.42,203.04,287.2,172.72,3.57,3.52,s7_stimuli_t4.jpg,1038
1115705175,308.03,201.8,287.55,173.82,3.56,3.53,s7_stimuli_t4.jpg,1038
1115709174,308.29,203.42,285.62,176.64,3.57,3.53,s7_stimuli_t4.jpg,1038
1115713174,309.81,203.42,283.63,180.83,3.57,3.53,s7_stimuli_t4.jpg,1038
1115717173,309.94,205.22,281.36,183.57,3.56,3.53,s7_stimuli_t4.jpg,1038
1115721172,311.1,207.69,279.29,185.03,3.56,3.53,s7_stimuli_t4.jpg,1038
1115725172,313.71,207.29,278.87,185.07,3.55,3.54,s7_stimuli_t4.jpg,1038
1115729171,313.63,210.25,277.93,185.9,3.55,3.54,s7_stimuli_t4.jpg,1038
1115733170,317.91,211.04,276.26,187.2,3.55,3.54,s7_stimuli_t4.jpg,1038
1115737170,319.09,212.65,276.11,186.14,3.55,3.54,s7_stimuli_t4.jpg,1038
1115741169,320.43,215.01,274.97,189.84,3.54,3.55,s7_stimuli_t4.jpg,1038
1115745168,321.04,215.8,275.57,187.78,3.54,3.55,s7_stimuli_t4.jpg,1038
1115749168,321.28,217.93,274.86,188.55,3.54,3.55,s7_stimuli_t4.jpg,1038
1115753167,321.92,219.75,273.71,186.21,3.54,3.54,s7_stimuli_t4.jpg,1038
1115757166,322.2,221.08,274.97,185.84,3.54,3.53,s7_stimuli_t4.jpg,1038
1115761166,322.93,221.13,274.67,184.43,3.54,3.54,s7_stimuli_t4.jpg,1038
1115765165,323.71,220.85,274.51,184.79,3.54,3.54,s7_stimuli_t4.jpg,1038
1115769164,324.16,220.69,273.67,184.74,3.54,3.54,s7_stimuli_t4.jpg,1038
1115773164,324.82,218.91,272.87,184.99,3.55,3.54,s7_stimuli_t4.jpg,1038
1115777163,323.71,219.89,272.79,184.76,3.55,3.54,s7_stimuli_t4.jpg,1038
1115781162,323.6,219.69,271.87,185.2,3.55,3.55,s7_stimuli_t4.jpg,1038
1115785162,323.04,220.51,272.39,184.17,3.55,3.55,s7_stimuli_t4.jpg,1038
1115789161,323.89,219.19,272.74,184.33,3.54,3.56,s7_stimuli_t4.jpg,1038
1115793160,324.68,218.48,271.74,184.62,3.54,3.56,s7_stimuli_t4.jpg,1038
1115797160,325.08,217.82,271.05,186.04,3.53,3.56,s7_stimuli_t4.jpg,1038
1115801159,324.84,220.74,268.88,186.43,3.54,3.56,s7_stimuli_t4.jpg,1038
1115805158,325.15,220.17,269.37,187.4,3.53,3.57,s7_stimuli_t4.jpg,1038
1115809158,326.03,220.43,269.14,187.12,3.53,3.57,s7_stimuli_t4.jpg,1038
1115813157,325.54,221.11,269.31,187.42,3.53,3.56,s7_stimuli_t4.jpg,1038
1115817156,324.88,222.66,270.87,188.13,3.53,3.56,s7_stimuli_t4.jpg,1038
1115821156,324.6,223.13,273.62,189.96,3.54,3.55,s7_stimuli_t4.jpg,1038
1115825155,324.63,223.23,276.77,193.18,3.54,3.54,s7_stimuli_t4.jpg,1038
1115829155,322.86,221.75,280.59,197.77,3.54,3.52,s7_stimuli_t4.jpg,1038
1115833154,321.1,221.37,280.17,199.8,3.54,3.52,s7_stimuli_t4.jpg,1038
1115837154,320.11,220.06,282.59,201.08,3.54,3.51,s7_stimuli_t4.jpg,1038
1115841154,320.41,218.85,282.62,203.74,3.54,3.51,s7_stimuli_t4.jpg,1038
1115845154,320.34,217.34,283.84,203.22,3.54,3.5,s7_stimuli_t4.jpg,1038
1115849153,319.5,215.67,284.92,203.68,3.55,3.5,s7_stimuli_t4.jpg,1038
1115853153,319.29,214.85,285.63,204.91,3.55,3.5,s7_stimuli_t4.jpg,1038
1115857153,318.66,212.43,288.73,202.67,3.55,3.5,s7_stimuli_t4.jpg,1038
1115861152,318.7,213.43,288.72,204.58,3.55,3.5,s7_stimuli_t4.jpg,1038
1115865152,318.06,213.25,287.68,203.68,3.55,3.5,s7_stimuli_t4.jpg,1038
1115869152,316.5,212.78,289.03,202.48,3.55,3.5,s7_stimuli_t4.jpg,1038
1115873152,316.38,215.16,288.44,202.52,3.55,3.5,s7_stimuli_t4.jpg,1038
1115877152,315.87,214.86,288.13,200.85,3.55,3.49,s7_stimuli_t4.jpg,1038
1115881152,314.72,216.91,286.72,201.49,3.55,3.49,s7_stimuli_t4.jpg,1038
1115885152,314.03,218.32,287.0,201.33,3.55,3.49,s7_stimuli_t4.jpg,1038
1115889151,313.34,218.98,287.36,202.36,3.56,3.49,s7_stimuli_t4.jpg,1038
1115893151,311.27,219.46,287.25,202.8,3.57,3.48,s7_stimuli_t4.jpg,1038
1115897151,309.18,219.18,286.72,201.46,3.57,3.48,s7_stimuli_t4.jpg,1038
1115901151,309.54,216.92,285.17,203.37,3.58,3.49,s7_stimuli_t4.jpg,1038
1115905151,307.46,213.73,283.47,202.67,3.58,3.49,s7_stimuli_t4.jpg,1038
1115909151,308.43,208.97,285.5,202.01,3.59,3.5,s7_stimuli_t4.jpg,1038
1115913151,312.05,204.47,286.78,200.71,3.59,3.49,s7_stimuli_t4.jpg,1038
1115917151,314.81,201.83,287.09,198.18,3.58,3.49,s7_stimuli_t4.jpg,1038
1115921151,315.13,199.95,289.16,198.76,3.59,3.49,s7_stimuli_t4.jpg,1038
1115925151,315.88,201.18,289.13,198.51,3.58,3.5,s7_stimuli_t4.jpg,1038
1115929151,315.48,202.5,289.72,200.06,3.59,3.49,s7_stimuli_t4.jpg,1038
1115933151,315.6,200.65,291.45,200.48,3.59,3.49,s7_stimuli_t4.jpg,1038
1115937150,316.71,198.34,297.56,201.24,3.59,3.49,s7_stimuli_t4.jpg,1038
1115941150,318.83,199.47,296.84,203.46,3.58,3.49,s7_stimuli_t4.jpg,1038
1115945150,318.31,201.37,298.28,204.7,3.59,3.49,s7_stimuli_t4.jpg,1038
1115949150,319.25,201.65,299.7,205.13,3.59,3.49,s7_stimuli_t4.jpg,1038
1115953150,318.63,201.32,299.28,203.86,3.59,3.48,s7_stimuli_t4.jpg,1038
1115957150,317.35,204.7,298.9,205.04,3.59,3.49,s7_stimuli_t4.jpg,1038
1115961150,314.33,205.91,299.09,202.22,3.59,3.49,s7_stimuli_t4.jpg,1038
1115965150,313.4,207.63,296.56,202.98,3.59,3.49,s7_stimuli_t4.jpg,1038
1115969150,310.18,207.46,296.63,199.59,3.6,3.5,s7_stimuli_t4.jpg,1038
1115973150,310.73,203.89,297.35,198.73,3.61,3.5,s7_stimuli_t4.jpg,1038
1115977150,311.46,203.52,295.76,195.37,3.61,3.5,s7_stimuli_t4.jpg,1038
1115981149,310.11,203.42,293.84,192.84,3.62,3.51,s7_stimuli_t4.jpg,1038
1115985149,308.46,202.5,293.64,191.59,3.62,3.5,s7_stimuli_t4.jpg,1038
1115989149,309.91,200.1,292.29,189.64,3.62,3.51,s7_stimuli_t4.jpg,1038
1115993149,306.98,199.37,291.15,187.73,3.61,3.5,s7_stimuli_t4.jpg,1038
1115997149,305.51,196.93,290.98,185.07,3.62,3.51,s7_stimuli_t4.jpg,1038
1116001149,304.24,192.39,288.83,183.57,3.62,3.51,s7_stimuli_t4.jpg,1038
1116005149,304.47,192.4,287.28,184.56,3.63,3.51,s7_stimuli_t4.jpg,1038
1116009149,301.68,187.36,286.75,183.11,3.63,3.52,s7_stimuli_t4.jpg,1038
1116013149,302.21,185.63,285.72,182.08,3.64,3.53,s7_stimuli_t4.jpg,1038
1116017149,300.29,184.32,285.02,180.07,3.65,3.54,s7_stimuli_t4.jpg,1038
1116021149,299.81,180.84,285.43,178.89,3.65,3.54,s7_stimuli_t4.jpg,1038
1116025149,299.28,177.28,284.13,177.37,3.65,3.55,s7_stimuli_t4.jpg,1038
1116029148,298.01,173.39,281.38,175.4,3.66,3.55,s7_stimuli_t4.jpg,1038
1116033147,296.43,171.55,280.16,173.4,3.66,3.55,s7_stimuli_t4.jpg,1038
1116037147,296.91,170.01,280.36,171.97,3.66,3.55,s7_stimuli_t4.jpg,1038
1116041146,297.76,169.5,280.18,172.57,3.66,3.55,s7_stimuli_t4.jpg,1038
1116045146,299.05,169.93,284.54,170.89,3.67,3.55,s7_stimuli_t4.jpg,1038
1116049145,301.36,170.12,288.1,169.63,3.67,3.55,s7_stimuli_t4.jpg,1038
1116053144,301.93,169.76,291.51,167.76,3.68,3.54,s7_stimuli_t4.jpg,1038
1116057144,303.77,169.96,297.23,167.13,3.68,3.54,s7_stimuli_t4.jpg,1038
1116061143,307.95,170.82,302.94,168.41,3.69,3.53,s7_stimuli_t4.jpg,1038
1116065142,312.91,174.0,302.21,169.0,3.69,3.53,s7_stimuli_t4.jpg,1038
1116069142,314.47,179.49,306.25,170.39,3.68,3.53,s7_stimuli_t4.jpg,1038
