time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
1089400805,476.23,208.19,462.46,242.61,3.7,3.75,s7_stimuli_t4.jpg,1476
1089404799,473.43,204.62,464.52,244.43,3.71,3.74,s7_stimuli_t4.jpg,1476
1089408793,470.62,200.81,465.21,253.36,3.72,3.74,s7_stimuli_t4.jpg,1476
1089412788,468.24,198.45,466.16,257.02,3.73,3.73,s7_stimuli_t4.jpg,1476
1089416782,466.4,194.4,467.55,258.77,3.74,3.73,s7_stimuli_t4.jpg,1476
1089420776,465.12,189.23,466.2,262.72,3.74,3.72,s7_stimuli_t4.jpg,1476
1089424770,463.95,188.3,469.62,262.73,3.74,3.72,s7_stimuli_t4.jpg,1476
1089428764,464.24,184.22,468.73,262.64,3.75,3.72,s7_stimuli_t4.jpg,1476
1089432759,461.74,183.12,468.8,263.88,3.76,3.72,s7_stimuli_t4.jpg,1476
1089436753,460.58,181.57,468.38,262.85,3.76,3.72,s7_stimuli_t4.jpg,1476
1089440747,462.19,180.4,466.93,264.36,3.77,3.73,s7_stimuli_t4.jpg,1476
1089444741,461.39,177.48,466.92,260.05,3.76,3.73,s7_stimuli_t4.jpg,1476
1089448736,462.06,174.09,465.21,258.75,3.76,3.74,s7_stimuli_t4.jpg,1476
1089452730,463.81,174.03,465.09,251.2,3.76,3.74,s7_stimuli_t4.jpg,1476
1089456724,463.75,169.26,461.76,245.07,3.75,3.75,s7_stimuli_t4.jpg,1476
1089460718,444.95,166.91,444.8,234.52,3.75,3.75,s7_stimuli_t4.jpg,1476
1089464712,420.88,163.72,405.13,214.61,3.75,3.75,s7_stimuli_t4.jpg,1476
1089468707,378.17,158.95,375.11,221.4,3.75,3.75,s7_stimuli_t4.jpg,1476
1089472701,353.28,157.1,339.8,214.77,3.74,3.77,s7_stimuli_t4.jpg,1476
1089476695,346.15,158.48,330.74,212.22,3.74,3.78,s7_stimuli_t4.jpg,1476
1089480689,344.15,159.92,315.96,212.56,3.73,3.78,s7_stimuli_t4.jpg,1476
1089484684,335.65,159.02,313.38,206.91,3.73,3.78,s7_stimuli_t4.jpg,1476
1089488678,326.67,158.45,320.39,208.66,3.72,3.78,s7_stimuli_t4.jpg,1476
1089492672,327.69,163.86,320.62,212.02,3.72,3.78,s7_stimuli_t4.jpg,1476
1089496666,328.91,166.41,318.86,210.96,3.71,3.79,s7_stimuli_t4.jpg,1476
1089500660,327.76,167.48,321.69,212.28,3.71,3.78,s7_stimuli_t4.jpg,1476
1089504655,327.66,174.04,324.28,217.01,3.7,3.78,s7_stimuli_t4.jpg,1476
1089508649,327.55,179.27,319.05,221.44,3.7,3.78,s7_stimuli_t4.jpg,1476
1089512643,324.37,182.32,316.56,220.8,3.7,3.78,s7_stimuli_t4.jpg,1476
1089516637,327.71,188.67,309.16,220.51,3.7,3.79,s7_stimuli_t4.jpg,1476
1089520632,334.54,191.0,313.68,221.34,3.7,3.79,s7_stimuli_t4.jpg,1476
1089524630,334.4,191.87,310.14,218.45,3.69,3.8,s7_stimuli_t4.jpg,1476
1089528628,336.62,194.98,309.9,213.99,3.68,3.81,s7_stimuli_t4.jpg,1476
1089532632,342.08,198.53,310.42,210.4,3.68,3.82,s7_stimuli_t4.jpg,1476
1089536636,346.74,201.37,307.42,209.17,3.67,3.83,s7_stimuli_t4.jpg,1476
1089540639,350.51,203.63,303.57,200.12,3.67,3.84,s7_stimuli_t4.jpg,1476
1089544643,350.69,204.89,303.6,199.63,3.67,3.84,s7_stimuli_t4.jpg,1476
1089548647,353.93,208.37,300.43,198.36,3.68,3.85,s7_stimuli_t4.jpg,1476
1089552651,355.12,208.64,300.57,198.57,3.67,3.85,s7_stimuli_t4.jpg,1476
1089556655,355.79,208.65,299.33,199.18,3.67,3.85,s7_stimuli_t4.jpg,1476
1089560659,354.22,207.78,300.56,199.05,3.67,3.84,s7_stimuli_t4.jpg,1476
1089564663,349.94,207.64,301.76,199.76,3.67,3.84,s7_stimuli_t4.jpg,1476
1089568667,350.18,208.74,304.4,211.58,3.68,3.84,s7_stimuli_t4.jpg,1476
1089572671,347.16,205.62,302.07,214.82,3.68,3.84,s7_stimuli_t4.jpg,1476
1089576674,344.8,205.52,304.6,218.81,3.69,3.83,s7_stimuli_t4.jpg,1476
1089580678,342.73,205.45,302.4,223.99,3.7,3.83,s7_stimuli_t4.jpg,1476
1089584682,340.24,204.08,305.29,224.8,3.7,3.82,s7_stimuli_t4.jpg,1476
1089588686,337.79,201.13,304.34,229.65,3.7,3.82,s7_stimuli_t4.jpg,1476
1089592690,335.4,198.28,305.95,227.77,3.71,3.82,s7_stimuli_t4.jpg,1476
1089596694,337.0,194.5,306.32,229.84,3.71,3.82,s7_stimuli_t4.jpg,1476
1089600698,335.23,193.91,305.23,230.29,3.72,3.82,s7_stimuli_t4.jpg,1476
1089604702,334.53,190.58,303.43,231.49,3.72,3.83,s7_stimuli_t4.jpg,1476
1089608705,336.6,189.94,299.7,232.83,3.72,3.83,s7_stimuli_t4.jpg,1476
1089612709,336.9,187.79,297.92,231.14,3.72,3.82,s7_stimuli_t4.jpg,1476
1089616713,338.28,188.94,299.95,231.2,3.72,3.82,s7_stimuli_t4.jpg,1476
1089620717,338.81,189.32,299.37,231.16,3.72,3.82,s7_stimuli_t4.jpg,1476
1089624721,340.26,189.31,297.74,230.15,3.71,3.82,s7_stimuli_t4.jpg,1476
1089628725,340.33,189.67,296.88,230.82,3.7,3.82,s7_stimuli_t4.jpg,1476
1089632729,342.13,197.3,297.83,230.8,3.7,3.82,s7_stimuli_t4.jpg,1476
1089636733,343.76,209.37,295.85,234.08,3.7,3.82,s7_stimuli_t4.jpg,1476
1089640736,344.56,212.09,294.23,234.59,3.7,3.83,s7_stimuli_t4.jpg,1476
1089644740,344.45,208.36,292.32,235.92,3.69,3.83,s7_stimuli_t4.jpg,1476
1089648744,340.49,211.63,278.67,232.18,3.69,3.83,s7_stimuli_t4.jpg,1476
1089652748,322.52,215.29,260.07,228.79,3.68,3.84,s7_stimuli_t4.jpg,1476
1089656752,324.21,214.44,245.54,230.48,3.67,3.84,s7_stimuli_t4.jpg,1476
1089660756,313.42,213.86,239.56,227.52,3.68,3.85,s7_stimuli_t4.jpg,1476
1089664760,308.97,216.54,237.28,223.85,3.68,3.84,s7_stimuli_t4.jpg,1476
1089668764,307.95,214.63,234.62,223.36,3.68,3.84,s7_stimuli_t4.jpg,1476
1089672768,297.94,211.71,233.26,216.52,3.68,3.85,s7_stimuli_t4.jpg,1476
1089676771,297.19,211.17,235.39,217.51,3.68,3.85,s7_stimuli_t4.jpg,1476
1089680775,291.31,204.64,235.42,219.16,3.68,3.84,s7_stimuli_t4.jpg,1476
1089684779,287.44,202.21,233.38,218.87,3.68,3.84,s7_stimuli_t4.jpg,1476
1089688783,285.7,200.2,234.87,218.58,3.69,3.84,s7_stimuli_t4.jpg,1476
1089692787,282.04,198.95,236.37,221.23,3.7,3.83,s7_stimuli_t4.jpg,1476
1089696791,278.77,193.44,237.84,228.04,3.7,3.83,s7_stimuli_t4.jpg,1476
1089700795,274.84,190.06,238.52,227.52,3.71,3.83,s7_stimuli_t4.jpg,1476
1089704799,274.14,184.51,243.49,230.86,3.71,3.82,s7_stimuli_t4.jpg,1476
1089708802,273.69,184.03,246.16,231.6,3.72,3.82,s7_stimuli_t4.jpg,1476
1089712806,273.16,182.63,245.37,232.35,3.71,3.81,s7_stimuli_t4.jpg,1476
1089716810,273.26,183.05,246.53,234.91,3.71,3.81,s7_stimuli_t4.jpg,1476
1089720814,272.51,182.6,246.73,233.68,3.7,3.82,s7_stimuli_t4.jpg,1476
1089724818,275.2,185.41,245.99,234.37,3.69,3.82,s7_stimuli_t4.jpg,1476
1089728822,275.95,189.74,246.79,233.54,3.69,3.82,s7_stimuli_t4.jpg,1476
1089732822,275.09,189.79,246.07,234.73,3.69,3.82,s7_stimuli_t4.jpg,1476
1089736823,275.58,187.62,245.34,235.07,3.69,3.81,s7_stimuli_t4.jpg,1476
1089740823,278.41,187.33,244.18,233.69,3.69,3.81,s7_stimuli_t4.jpg,1476
1089744823,280.23,190.3,245.69,230.78,3.69,3.82,s7_stimuli_t4.jpg,1476
1089748823,282.46,192.18,242.18,219.85,3.69,3.82,s7_stimuli_t4.jpg,1476
1089752823,284.27,192.9,241.46,219.79,3.68,3.82,s7_stimuli_t4.jpg,1476
1089756824,284.11,194.29,240.89,216.56,3.67,3.82,s7_stimuli_t4.jpg,1476
1089760824,285.53,194.1,240.44,217.52,3.68,3.83,s7_stimuli_t4.jpg,1476
1089764824,283.27,194.13,239.95,220.81,3.68,3.83,s7_stimuli_t4.jpg,1476
1089768824,282.45,192.56,240.14,217.85,3.68,3.82,s7_stimuli_t4.jpg,1476
1089772824,282.08,190.66,241.23,220.93,3.68,3.82,s7_stimuli_t4.jpg,1476
1089776825,282.96,189.32,240.48,218.3,3.68,3.82,s7_stimuli_t4.jpg,1476
1089780825,284.5,188.21,239.14,216.29,3.68,3.82,s7_stimuli_t4.jpg,1476
1089784825,283.63,188.62,238.55,214.0,3.68,3.82,s7_stimuli_t4.jpg,1476
1089788825,284.21,189.03,236.61,211.87,3.67,3.82,s7_stimuli_t4.jpg,1476
1089792825,284.37,190.34,236.08,211.31,3.66,3.83,s7_stimuli_t4.jpg,1476
1089796826,284.53,192.5,232.7,209.97,3.66,3.84,s7_stimuli_t4.jpg,1476
1089800826,285.7,193.06,231.51,206.03,3.66,3.85,s7_stimuli_t4.jpg,1476
1089804826,286.01,194.5,228.49,195.91,3.66,3.85,s7_stimuli_t4.jpg,1476
1089808826,290.13,196.18,224.58,181.95,3.64,3.86,s7_stimuli_t4.jpg,1476
1089812826,293.72,198.62,220.6,174.69,3.64,3.87,s7_stimuli_t4.jpg,1476
1089816827,294.57,199.85,222.52,174.75,3.63,3.87,s7_stimuli_t4.jpg,1476
1089820827,294.78,204.61,217.54,172.11,3.62,3.87,s7_stimuli_t4.jpg,1476
1089824827,293.71,206.03,218.96,177.72,3.62,3.87,s7_stimuli_t4.jpg,1476
1089828827,293.42,208.33,217.8,180.47,3.62,3.86,s7_stimuli_t4.jpg,1476
1089832827,295.11,209.81,218.63,184.12,3.61,3.86,s7_stimuli_t4.jpg,1476
1089836828,296.47,210.45,221.24,186.42,3.61,3.85,s7_stimuli_t4.jpg,1476
1089840828,295.7,211.59,222.11,191.98,3.61,3.85,s7_stimuli_t4.jpg,1476
1089844828,295.36,214.92,221.78,186.96,3.6,3.85,s7_stimuli_t4.jpg,1476
1089848828,293.38,216.74,223.5,191.59,3.61,3.84,s7_stimuli_t4.jpg,1476
1089852829,292.31,216.28,222.51,197.37,3.61,3.84,s7_stimuli_t4.jpg,1476
1089856829,288.56,214.77,228.32,197.06,3.61,3.84,s7_stimuli_t4.jpg,1476
1089860829,288.99,211.93,227.93,192.08,3.62,3.84,s7_stimuli_t4.jpg,1476
1089864829,289.44,213.17,227.54,194.97,3.61,3.83,s7_stimuli_t4.jpg,1476
1089868829,290.18,212.65,225.77,195.87,3.61,3.83,s7_stimuli_t4.jpg,1476
1089872830,290.2,211.93,225.79,195.76,3.6,3.83,s7_stimuli_t4.jpg,1476
1089876830,288.91,209.27,228.31,196.0,3.61,3.83,s7_stimuli_t4.jpg,1476
1089880830,286.91,206.14,228.11,198.77,3.61,3.83,s7_stimuli_t4.jpg,1476
1089884830,284.61,204.15,226.9,200.81,3.61,3.83,s7_stimuli_t4.jpg,1476
1089888830,284.43,203.99,224.51,202.48,3.62,3.83,s7_stimuli_t4.jpg,1476
1089892831,285.7,200.51,225.06,198.79,3.62,3.84,s7_stimuli_t4.jpg,1476
1089896831,287.25,199.0,226.89,195.95,3.62,3.84,s7_stimuli_t4.jpg,1476
1089900831,288.18,198.76,226.0,200.03,3.62,3.84,s7_stimuli_t4.jpg,1476
1089904831,286.05,197.13,225.01,196.74,3.62,3.84,s7_stimuli_t4.jpg,1476
1089908831,284.27,193.36,227.27,195.07,3.63,3.83,s7_stimuli_t4.jpg,1476
1089912832,282.39,189.85,227.22,190.41,3.63,3.83,s7_stimuli_t4.jpg,1476
1089916832,281.95,186.62,228.44,189.32,3.64,3.83,s7_stimuli_t4.jpg,1476
1089920832,278.6,180.93,229.77,187.32,3.64,3.82,s7_stimuli_t4.jpg,1476
1089924832,274.9,180.97,230.1,185.84,3.65,3.82,s7_stimuli_t4.jpg,1476
1089928832,274.9,175.4,229.4,187.95,3.65,3.82,s7_stimuli_t4.jpg,1476
1089932832,270.93,170.34,228.63,186.56,3.65,3.82,s7_stimuli_t4.jpg,1476
1089936831,0.0,0.0,228.82,190.2,0.0,3.82,s7_stimuli_t4.jpg,1476
1089940830,0.0,0.0,230.95,200.32,0.0,3.82,s7_stimuli_t4.jpg,1476
1089944830,0.0,0.0,231.54,206.72,0.0,3.81,s7_stimuli_t4.jpg,1476
1089948829,0.0,0.0,231.51,207.09,0.0,3.8,s7_stimuli_t4.jpg,1476
1089952828,0.0,0.0,233.76,211.54,0.0,3.8,s7_stimuli_t4.jpg,1476
1089956828,268.77,148.76,235.48,212.83,3.65,3.8,s7_stimuli_t4.jpg,1476
1089960827,266.47,164.17,237.95,209.12,3.66,3.8,s7_stimuli_t4.jpg,1476
1089964826,265.33,165.51,239.99,209.04,3.66,3.8,s7_stimuli_t4.jpg,1476
1089968826,264.66,166.54,240.78,212.67,3.67,3.79,s7_stimuli_t4.jpg,1476
1089972825,262.96,167.46,242.67,214.65,3.67,3.78,s7_stimuli_t4.jpg,1476
1089976824,263.74,167.84,244.06,215.92,3.67,3.78,s7_stimuli_t4.jpg,1476
1089980824,263.14,167.92,246.15,217.38,3.67,3.77,s7_stimuli_t4.jpg,1476
1089984823,264.09,167.1,246.95,218.59,3.67,3.77,s7_stimuli_t4.jpg,1476
1089988822,263.95,168.6,249.29,221.44,3.68,3.76,s7_stimuli_t4.jpg,1476
1089992822,262.94,170.55,254.32,227.14,3.68,3.76,s7_stimuli_t4.jpg,1476
1089996821,263.21,172.86,257.52,231.72,3.68,3.75,s7_stimuli_t4.jpg,1476
1090000820,265.99,174.37,260.45,230.56,3.68,3.75,s7_stimuli_t4.jpg,1476
1090004820,267.44,176.34,264.15,233.04,3.68,3.74,s7_stimuli_t4.jpg,1476
1090008819,269.89,176.39,261.09,238.33,3.68,3.74,s7_stimuli_t4.jpg,1476
1090012818,269.57,173.92,261.96,239.73,3.67,3.74,s7_stimuli_t4.jpg,1476
1090016818,271.52,173.06,261.98,238.78,3.68,3.74,s7_stimuli_t4.jpg,1476
1090020817,272.82,172.21,264.15,242.91,3.69,3.74,s7_stimuli_t4.jpg,1476
1090024816,273.84,172.1,264.39,242.12,3.69,3.74,s7_stimuli_t4.jpg,1476
1090028816,273.01,174.46,266.78,241.37,3.7,3.73,s7_stimuli_t4.jpg,1476
1090032815,272.9,175.27,269.52,240.02,3.7,3.73,s7_stimuli_t4.jpg,1476
1090036814,274.12,175.29,274.09,240.31,3.7,3.74,s7_stimuli_t4.jpg,1476
1090040813,274.51,174.67,270.52,238.38,3.7,3.74,s7_stimuli_t4.jpg,1476
1090044813,273.0,175.12,267.58,238.35,3.71,3.73,s7_stimuli_t4.jpg,1476
1090048812,274.16,174.28,264.53,236.11,3.72,3.73,s7_stimuli_t4.jpg,1476
1090052811,274.91,175.66,264.64,234.41,3.71,3.73,s7_stimuli_t4.jpg,1476
1090056811,275.38,177.19,265.49,234.33,3.72,3.74,s7_stimuli_t4.jpg,1476
1090060810,273.86,178.53,268.57,235.51,3.72,3.73,s7_stimuli_t4.jpg,1476
1090064809,271.18,179.64,267.12,233.49,3.72,3.73,s7_stimuli_t4.jpg,1476
1090068809,269.32,180.71,269.26,232.09,3.73,3.73,s7_stimuli_t4.jpg,1476
1090072808,270.03,180.15,268.02,231.64,3.73,3.74,s7_stimuli_t4.jpg,1476
1090076807,271.98,179.71,263.1,232.28,3.73,3.74,s7_stimuli_t4.jpg,1476
1090080807,272.47,180.33,261.9,231.88,3.73,3.75,s7_stimuli_t4.jpg,1476
1090084806,274.68,178.64,260.22,226.4,3.74,3.75,s7_stimuli_t4.jpg,1476
1090088805,276.21,177.85,258.43,223.1,3.73,3.76,s7_stimuli_t4.jpg,1476
1090092805,275.58,176.25,257.78,216.52,3.73,3.77,s7_stimuli_t4.jpg,1476
1090096804,276.23,173.65,256.34,212.48,3.74,3.78,s7_stimuli_t4.jpg,1476
1090100803,275.98,170.96,255.02,217.36,3.74,3.78,s7_stimuli_t4.jpg,1476
1090104803,276.2,167.9,251.65,215.61,3.75,3.79,s7_stimuli_t4.jpg,1476
1090108802,274.53,167.58,250.81,217.63,3.75,3.79,s7_stimuli_t4.jpg,1476
1090112801,275.23,165.59,249.84,222.22,3.75,3.8,s7_stimuli_t4.jpg,1476
1090116801,273.23,168.03,249.54,220.66,3.75,3.8,s7_stimuli_t4.jpg,1476
1090120800,276.08,166.98,249.13,223.3,3.75,3.81,s7_stimuli_t4.jpg,1476
1090124799,275.28,170.29,248.65,220.64,3.75,3.8,s7_stimuli_t4.jpg,1476
1090128799,273.74,171.88,247.49,220.73,3.75,3.8,s7_stimuli_t4.jpg,1476
1090132799,273.75,170.73,247.0,216.3,3.75,3.8,s7_stimuli_t4.jpg,1476
1090136798,274.52,171.67,244.77,213.04,3.75,3.81,s7_stimuli_t4.jpg,1476
1090140797,272.03,173.98,239.42,212.42,3.75,3.82,s7_stimuli_t4.jpg,1476
1090144796,274.14,172.95,237.91,205.14,3.75,3.83,s7_stimuli_t4.jpg,1476
1090148796,274.59,176.2,237.11,201.77,3.76,3.84,s7_stimuli_t4.jpg,1476
1090152795,274.65,177.48,237.0,195.61,3.76,3.85,s7_stimuli_t4.jpg,1476
1090156794,275.4,178.69,230.52,188.09,3.76,3.86,s7_stimuli_t4.jpg,1476
1090160793,274.68,178.33,231.0,191.24,3.75,3.87,s7_stimuli_t4.jpg,1476
1090164792,274.99,176.16,226.04,182.96,3.76,3.88,s7_stimuli_t4.jpg,1476
1090168791,275.43,175.31,224.52,181.07,3.76,3.88,s7_stimuli_t4.jpg,1476
1090172790,276.03,173.67,220.22,170.21,3.76,3.89,s7_stimuli_t4.jpg,1476
1090176790,275.44,172.96,217.95,172.11,3.76,3.89,s7_stimuli_t4.jpg,1476
1090180789,272.2,171.69,219.5,175.13,3.76,3.9,s7_stimuli_t4.jpg,1476
1090184788,272.51,173.02,219.69,177.12,3.76,3.91,s7_stimuli_t4.jpg,1476
1090188787,273.76,173.76,220.59,175.13,3.76,3.92,s7_stimuli_t4.jpg,1476
1090192786,271.18,174.88,221.64,174.98,3.75,3.92,s7_stimuli_t4.jpg,1476
1090196785,272.66,177.52,218.85,173.68,3.75,3.91,s7_stimuli_t4.jpg,1476
1090200785,273.05,177.69,221.81,185.93,3.76,3.91,s7_stimuli_t4.jpg,1476
1090204784,274.08,182.31,221.26,196.97,3.76,3.91,s7_stimuli_t4.jpg,1476
1090208783,276.4,180.08,224.03,189.96,3.76,3.91,s7_stimuli_t4.jpg,1476
1090212782,279.73,179.63,226.12,196.48,3.77,3.9,s7_stimuli_t4.jpg,1476
1090216781,278.75,180.28,230.54,198.97,3.77,3.9,s7_stimuli_t4.jpg,1476
1090220780,280.27,184.81,232.2,198.16,3.77,3.9,s7_stimuli_t4.jpg,1476
1090224780,280.48,184.25,233.17,199.35,3.78,3.89,s7_stimuli_t4.jpg,1476
1090228779,281.92,184.64,235.31,200.7,3.78,3.89,s7_stimuli_t4.jpg,1476
1090232778,284.03,183.99,235.39,204.44,3.79,3.88,s7_stimuli_t4.jpg,1476
1090236777,285.23,188.28,237.02,207.35,3.79,3.89,s7_stimuli_t4.jpg,1476
1090240776,283.82,189.1,238.78,207.92,3.79,3.89,s7_stimuli_t4.jpg,1476
1090244775,283.6,186.89,239.45,206.38,3.79,3.89,s7_stimuli_t4.jpg,1476
1090248774,284.39,185.17,240.27,204.94,3.79,3.89,s7_stimuli_t4.jpg,1476
1090252774,282.14,187.27,241.32,207.0,3.8,3.89,s7_stimuli_t4.jpg,1476
1090256773,280.05,187.13,242.2,204.74,3.8,3.9,s7_stimuli_t4.jpg,1476
1090260772,278.19,186.8,241.28,200.79,3.81,3.9,s7_stimuli_t4.jpg,1476
1090264771,277.39,182.9,238.93,200.45,3.8,3.91,s7_stimuli_t4.jpg,1476
1090268770,276.41,184.91,238.05,194.66,3.8,3.91,s7_stimuli_t4.jpg,1476
1090272769,274.64,186.15,235.1,191.23,3.8,3.92,s7_stimuli_t4.jpg,1476
1090276769,273.13,187.23,229.4,192.1,3.8,3.93,s7_stimuli_t4.jpg,1476
1090280768,272.27,183.98,224.46,185.13,3.8,3.94,s7_stimuli_t4.jpg,1476
1090284767,271.48,181.84,216.17,170.59,3.8,3.94,s7_stimuli_t4.jpg,1476
1090288766,271.02,182.47,215.25,177.53,3.8,3.96,s7_stimuli_t4.jpg,1476
1090292765,270.24,182.85,218.28,173.91,3.8,3.95,s7_stimuli_t4.jpg,1476
1090296764,271.63,180.86,210.57,170.53,3.8,3.96,s7_stimuli_t4.jpg,1476
1090300764,271.52,179.28,209.18,171.98,3.8,3.97,s7_stimuli_t4.jpg,1476
1090304763,272.01,176.81,205.91,172.25,3.81,3.97,s7_stimuli_t4.jpg,1476
1090308762,272.33,177.71,207.76,173.41,3.81,3.97,s7_stimuli_t4.jpg,1476
1090312761,271.84,173.27,203.88,172.29,3.82,3.97,s7_stimuli_t4.jpg,1476
1090316760,272.12,164.52,201.6,174.44,3.83,3.96,s7_stimuli_t4.jpg,1476
